date,total_confirmed,daily_confirmed,七天移動平均新增確診數,total_death,daily_death,七天移動平均新增死亡數,每百萬人確診數,每百萬人死亡數,傳染率,新增檢驗件數,總檢驗件數,每千人檢驗件數,七天移動平均新增檢驗件數,陽性率,每確認案例相對檢驗數量,疫苗總接種劑數,疫苗總接種人數,疫苗新增接種劑數,七天移動平均疫苗新增接種劑數,每百人接種疫苗劑數,每百人接種疫苗人數,疫情控管指數,總人口數,中位數年紀,70歲以上人口比率,平均壽命
2020/4/12,388,3,3.571,6,0,0.143,16.291,0.252,0.49,664,47191,1.981,1432,0.002,401,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/11,385,3,4.286,6,0,0.143,16.165,0.252,0.5,1091,46527,1.954,1467,0.003,342.3,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/10,382,2,4.857,6,1,0.143,16.039,0.252,0.52,1564,45436,1.908,1435,0.003,295.4,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/9,380,1,5.857,5,0,0,15.955,0.21,0.54,1576,43872,1.842,1337,0.004,228.3,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/8,379,3,7.143,5,0,0,15.913,0.21,0.56,1628,42296,1.776,1229,0.006,172.1,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/7,376,3,7.714,5,0,0,15.787,0.21,0.58,1685,40668,1.708,1141,0.007,147.9,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/6,373,10,9.571,5,0,0,15.661,0.21,0.61,1814,38983,1.637,1032,0.009,107.8,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/5,363,8,9.286,5,0,0.429,15.241,0.21,0.63,912,37169,1.561,919,0.01,99,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/4,355,7,10.286,5,0,0.429,14.905,0.21,0.65,864,36257,1.522,908,0.011,88.3,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/3,348,9,11.571,5,0,0.429,14.612,0.21,0.68,880,35393,1.486,860,0.013,74.3,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/2,339,10,12.429,5,0,0.429,14.234,0.21,0.7,822,34513,1.449,858,0.014,69,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/4/1,329,7,13.429,5,0,0.429,13.814,0.21,0.73,1009,33691,1.415,873,0.015,65,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/31,322,16,15.286,5,0,0.429,13.52,0.21,0.76,924,32682,1.372,863,0.018,56.5,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/30,306,8,15.857,5,3,0.429,12.848,0.21,0.78,1023,31758,1.333,863,0.018,54.4,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/29,298,15,18.429,2,0,0,12.512,0.084,0.81,835,30735,1.29,879,0.021,47.7,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/28,283,16,18.571,2,0,0,11.882,0.084,0.84,527,29900,1.255,876,0.021,47.2,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/27,267,15,18.857,2,0,0,11.211,0.084,0.87,864,29373,1.233,950,0.02,50.4,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/26,252,17,20.571,2,0,0.143,10.581,0.084,0.9,929,28509,1.197,1023,0.02,49.7,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/25,235,20,19.286,2,0,0.143,9.867,0.084,0.93,938,27580,1.158,1085,0.018,56.3,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/24,215,20,19.714,2,0,0.143,9.027,0.084,0.96,924,26642,1.119,1122,0.018,56.9,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/23,195,26,18.286,2,0,0.143,8.188,0.084,0.98,1139,25718,1.08,1114,0.016,60.9,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/22,169,16,15.714,2,0,0.143,7.096,0.084,1,811,24579,1.032,1056,0.015,67.2,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/21,153,18,14.286,2,0,0.143,6.424,0.084,1.02,1047,23768,0.998,984,0.015,68.9,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/20,135,27,12.143,2,1,0.143,5.668,0.084,1.04,1371,22721,0.954,888,0.014,73.1,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/19,108,8,8.429,1,0,0,4.535,0.042,1.05,1363,21350,0.896,755,0.011,89.6,0,0,0,0,0,0,31.48,23816775,42.2,8.353,80.46
2020/3/18,100,23,7.429,1,0,0,4.199,0.042,0,1197,19987,0.839,657,0.011,88.4,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/17,77,10,4.286,1,0,0,3.233,0.042,0,873,18790,0.789,550,0.008,128.3,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/16,67,8,3.143,1,0,0,2.813,0.042,0,730,17917,0.752,473,0.007,150.5,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/15,59,6,2,1,0,0,2.477,0.042,0,306,17187,0.722,436,0.005,218,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/14,53,3,1.143,1,0,0,2.225,0.042,0,379,16881,0.709,435,0.003,380.6,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/13,50,1,0.714,1,0,0,2.099,0.042,0,439,16502,0.693,425,0.002,595.2,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/12,49,1,0.714,1,0,0,2.057,0.042,0,677,16063,0.674,417,0.002,584,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/11,48,1,0.857,1,0,0,2.015,0.042,0,445,15386,0.646,362,0.002,422.4,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/10,47,2,0.714,1,0,0,1.973,0.042,0,332,14941,0.627,368,0.002,515.4,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/9,45,0,0.571,1,0,0,1.889,0.042,0,476,14609,0.613,393,0.001,688.3,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/8,45,0,0.714,1,0,0,1.889,0.042,0,298,14133,0.593,411,0.002,575.6,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/7,45,0,0.857,1,0,0,1.889,0.042,0,307,13835,0.581,429,0.002,500.6,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/6,45,1,1.571,1,0,0,1.889,0.042,0,381,13528,0.568,459,0.003,292.2,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/5,44,2,1.714,1,0,0,1.847,0.042,0,297,13147,0.552,457,0.004,266.6,0,0,0,0,0,0,28.7,23816775,42.2,8.353,80.46
2020/3/4,42,0,1.429,1,0,0,1.763,0.042,0,485,12850,0.54,489,0.003,342.2,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/3/3,42,1,1.571,1,0,0,1.763,0.042,0,506,12365,0.519,494,0.003,314.4,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/3/2,41,1,1.571,1,0,0,1.721,0.042,0,600,11859,0.498,509,0.003,324,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/3/1,40,1,1.714,1,0,0,1.679,0.042,0,430,11259,0.473,523,0.003,305.1,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/2/29,39,5,1.857,1,0,0,1.638,0.042,0,511,10829,0.455,508,0.004,273.6,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/2/28,34,2,1.143,1,0,0,1.428,0.042,0,371,10318,0.433,499,0.002,436.6,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/2/27,32,0,1.143,1,0,0,1.344,0.042,0,520,9947,0.418,548,0.002,479.4,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/2/26,32,1,1.286,1,0,0,1.344,0.042,0,521,9427,0.396,587,0.002,456.5,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/2/25,31,1,1.286,1,0,0,1.302,0.042,0,609,8906,0.374,612,0.002,475.9,0,0,0,0,0,0,23.15,23816775,42.2,8.353,80.46
2020/2/24,30,2,1.143,1,0,0,1.26,0.042,0,698,8297,0.348,644,0.002,563.4,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/23,28,2,1.143,1,0,0,1.176,0.042,0,328,7599,0.319,660,0.002,577.4,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/22,26,0,1.143,1,0,0.143,1.092,0.042,0,444,7271,0.305,630,0.002,551.2,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/21,26,2,1.143,1,0,0.143,1.092,0.042,0,714,6827,0.287,579,0.002,506.6,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/20,24,1,0.857,1,0,0.143,1.008,0.042,0,796,6113,0.257,487,0.002,568.3,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/19,23,1,0.714,1,0,0.143,0.966,0.042,0,696,5317,0.223,390,0.002,546.2,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/18,22,0,0.571,1,0,0.143,0.924,0.042,0,832,4621,0.194,309,0.002,541.2,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/17,22,2,0.571,1,0,0.143,0.924,0.042,0,813,3789,0.159,214,0.003,374.8,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/16,20,2,0.286,1,1,0.143,0.84,0.042,0,112,2976,0.125,127,0.002,444.1,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/15,18,0,0.143,0,0,0,0.756,0,0,89,2864,0.12,129,0.001,902.1,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/14,18,0,0.286,0,0,0,0.756,0,0,72,2775,0.117,149,0.002,521,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/13,18,0,0.286,0,0,0,0.756,0,0,115,2703,0.113,167,0.002,583.9,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/12,18,0,1,0,0,0,0.756,0,0,128,2588,0.109,161,0.006,161,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/11,18,0,1,0,0,0,0.756,0,0,168,2460,0.103,166,0.006,166,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/10,18,0,1.143,0,0,0,0.756,0,0,205,2292,0.096,156,0.007,136.5,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/9,18,1,1.143,0,0,0,0.756,0,0,128,2087,0.088,146,0.008,127.7,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/8,17,1,1,0,0,0,0.714,0,0,225,1959,0.082,137,0.007,137,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/7,16,0,0.857,0,0,0,0.672,0,0,199,1734,0.073,117,0.007,136.5,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/6,16,5,1,0,0,0,0.672,0,0,77,1535,0.064,102,0.01,102,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/5,11,0,0.429,0,0,0,0.462,0,0,157,1458,0.061,105,0.004,244.8,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/4,11,1,0.429,0,0,0,0.462,0,0,103,1301,0.055,98,0.004,228.4,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/3,10,0,0.714,0,0,0,0.42,0,0,131,1198,0.05,97,0.007,135.9,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/2,10,0,0.857,0,0,0,0.42,0,0,64,1067,0.045,95,0.009,110.9,0,0,0,0,0,0,30.56,23816775,42.2,8.353,80.46
2020/2/1,10,0,1,0,0,0,0.42,0,0,87,1003,0.042,103,0.01,103,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/31,10,1,1,0,0,0,0.42,0,0,93,916,0.038,104,0.01,104,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/30,9,1,1.143,0,0,0,0.378,0,0,100,823,0.035,98,0.012,85.7,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/29,8,0,1,0,0,0,0.336,0,0,106,723,0.03,94,0.011,94,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/28,8,3,1,0,0,0,0.336,0,0,95,617,0.026,85,0.012,85,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/27,5,1,0,0,0,0,0.21,0,0,123,522,0.022,73,0,0,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/26,4,1,0,0,0,0,0.168,0,0,117,399,0.017,56,0,0,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/25,3,0,0,0,0,0,0.126,0,0,91,282,0.012,40,0,0,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/24,3,2,0,0,0,0,0.126,0,0,57,191,0.008,27,0,0,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/23,1,0,0,0,0,0,0.042,0,0,70,134,0.006,19,0,0,0,0,0,0,0,0,19.44,23816775,42.2,8.353,80.46
2020/1/22,1,0,0,0,0,0,0.042,0,0,44,64,0.003,0,0,0,0,0,0,0,0,0,13.89,23816775,42.2,8.353,80.46
2020/1/21,0,0,0,0,0,0,0,0,0,12,20,0.001,0,0,0,0,0,0,0,0,0,13.89,23816775,42.2,8.353,80.46
2020/1/20,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,13.89,23816775,42.2,8.353,80.46
2020/1/19,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,8.33,23816775,42.2,8.353,80.46
2020/1/18,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8.33,23816775,42.2,8.353,80.46
2020/1/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,23816775,42.2,8.353,80.46
2020/1/16,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8.33,23816775,42.2,8.353,80.46
